booking_id,customer_id,event_name,event_category,venue,booking_date,event_date,ticket_price,tickets_booked,booking_status,payment_method
7625,86,role,Conference,Melanie Plains,2025-03-31,2025-10-13,97.47,5,Refunded,UPI
7626,47,nation,Sports,Diane Mill,2024-10-13,2025-07-16,61.59,3,Cancelled,Credit Card
7627,467,show,Stand-up Comedy,Hill Prairie,2025-12-26,2026-01-30,424.24,10,Confirmed,Debit Card
7628,368,college,Sports,Warner Trace,2024-09-14,2025-07-05,249.95,10,Confirmed,Credit Card
7629,218,risk,Sports,Moore Isle,2025-03-20,2026-02-08,29.82,6,Pending,Net Banking
7630,840,first,Stand-up Comedy,Reynolds Curve,2024-12-05,2025-05-20,178.57,4,Confirmed,Debit Card
7631,94,again,Stand-up Comedy,Dylan Alley,2025-11-11,2026-06-07,201.16,6,Confirmed,UPI
7632,798,cold,Sports,Garrett Plain,2025-06-27,2025-07-30,397.49,2,Refunded,Debit Card
7633,979,part,Sports,Holly Harbor,2024-11-28,2026-04-12,72.63,5,Confirmed,Wallet
7634,540,bar,Movie,Hubbard Haven,2025-07-04,2025-07-17,210.29,9,Confirmed,Debit Card
7635,764,human,Stand-up Comedy,Rogers Isle,2025-03-06,2026-04-21,304.6,8,Cancelled,UPI
7636,304,simply,Movie,Nicholas Drive,2025-02-18,2025-04-24,150.88,6,Cancelled,Debit Card
7637,646,own,Concert,Brown Ports,2025-06-07,2026-05-01,155.27,7,Refunded,UPI
7638,508,visit,Sports,Diane Port,2024-12-08,2026-06-20,72.85,5,Refunded,Debit Card
7639,73,film,Stand-up Comedy,Jasmine Fields,2026-05-15,2026-06-03,257.34,2,Refunded,UPI
7640,408,eight,Stand-up Comedy,Dana Way,2025-01-16,2025-11-11,364.92,5,Confirmed,Debit Card
7641,598,key,Movie,Jake Summit,2024-12-09,2026-05-27,246.47,1,Refunded,Wallet
7642,69,everybody,Concert,Catherine Expressway,2025-11-28,2026-04-26,88.24,3,Cancelled,UPI
7643,158,your,Sports,Peggy Parkways,2024-07-01,2026-02-26,320.99,6,Refunded,Net Banking
7644,321,notice,Movie,Anderson Pine,2024-11-25,2026-01-20,499.93,2,Cancelled,Wallet
7645,215,stand,Stand-up Comedy,Julie Spur,2024-10-25,2026-02-16,189.52,7,Pending,Credit Card
7646,986,the,Conference,Brandon Views,2025-05-19,2026-03-18,242.52,5,Cancelled,Debit Card
7647,389,race,Conference,Gomez Wall,2025-05-09,2025-09-28,484.24,4,Cancelled,Credit Card
7648,407,world,Concert,Garcia Forges,2025-03-18,2025-12-09,275.22,8,Cancelled,Debit Card
7649,232,play,Sports,Turner Glen,2025-02-05,2025-12-28,247.53,4,Pending,Credit Card
7650,481,adult,Concert,Hughes Gateway,2024-10-13,2025-02-16,397.78,1,Cancelled,Debit Card
7651,494,admit,Concert,Rose Path,2024-12-12,2026-05-10,389.26,6,Pending,UPI
7652,368,stage,Concert,Matthew Fords,2026-03-02,2026-03-17,393.14,9,Refunded,Debit Card
7653,686,outside,Stand-up Comedy,Sanchez Field,2025-02-08,2025-02-21,447.96,3,Pending,Net Banking
7654,861,pay,Sports,Sonya Ports,2024-10-17,2025-02-11,353.36,8,Cancelled,Credit Card
7655,762,important,Concert,Gonzales Well,2024-11-02,2025-05-06,304.48,10,Refunded,UPI
7656,925,nothing,Stand-up Comedy,Roberts Divide,2025-03-24,2026-06-09,483.0,3,Pending,Debit Card
7657,966,adult,Conference,Vang Skyway,2025-10-01,2026-01-17,77.0,9,Confirmed,Net Banking
7658,718,mission,Conference,Regina Wells,2025-02-13,2025-10-31,456.73,5,Refunded,Wallet
7659,223,audience,Movie,Lisa Streets,2025-02-11,2026-06-04,371.88,10,Pending,Wallet
7660,543,many,Stand-up Comedy,Virginia Light,2024-12-09,2026-05-10,32.45,6,Pending,Credit Card
7661,250,staff,Concert,Julie Summit,2025-06-23,2025-06-28,235.99,5,Refunded,Net Banking
7662,515,down,Conference,Weaver Meadows,2025-08-31,2026-03-29,337.49,7,Confirmed,Wallet
7663,788,always,Sports,Webb Loop,2024-10-06,2026-04-13,241.59,9,Refunded,UPI
7664,18,room,Sports,Ronald Meadow,2025-01-30,2025-10-14,329.99,6,Pending,Wallet
7665,321,for,Sports,Teresa Islands,2024-08-17,2025-05-23,347.92,9,Pending,Debit Card
7666,16,scientist,Sports,David Crest,2025-08-27,2026-01-09,462.45,3,Cancelled,Wallet
7667,712,there,Movie,Compton Village,2024-08-18,2025-08-05,308.88,5,Refunded,Debit Card
7668,395,throughout,Sports,Amanda Extensions,2024-09-12,2026-03-26,267.65,2,Pending,Net Banking
7669,691,see,Movie,Richards Motorway,2024-08-04,2025-07-05,412.95,1,Refunded,Net Banking
7670,254,offer,Movie,Michael Path,2024-10-18,2026-02-15,260.88,1,Pending,Credit Card
7671,800,claim,Sports,Chelsea Route,2024-07-16,2025-01-15,125.47,7,Confirmed,Debit Card
7672,751,about,Sports,Warner Court,2024-09-04,2026-01-12,40.6,3,Confirmed,Debit Card
7673,317,choose,Conference,Brian Junction,2024-12-24,2025-11-11,33.57,2,Cancelled,UPI
7674,971,here,Conference,Nicole Roads,2024-10-06,2026-06-23,167.41,1,Refunded,Net Banking
7675,328,soon,Conference,Rachel Points,2025-09-08,2026-02-23,401.53,7,Confirmed,Wallet
7676,188,prepare,Conference,Hatfield Park,2024-08-25,2025-04-21,19.81,4,Confirmed,Debit Card
7677,172,use,Stand-up Comedy,Hall Crossing,2024-10-13,2026-06-15,309.45,1,Pending,Net Banking
7678,54,yes,Concert,Johnson Lock,2025-02-15,2026-03-17,254.81,2,Pending,Credit Card
7679,180,fly,Sports,Janet Mission,2025-08-09,2026-01-24,69.28,5,Confirmed,Net Banking
7680,292,important,Sports,Chase Ridge,2025-03-14,2026-02-27,143.84,9,Confirmed,Debit Card
7681,172,born,Sports,Farley Shoals,2026-03-23,2026-03-28,174.0,4,Pending,Net Banking
7682,863,measure,Sports,Meyer Ford,2025-04-26,2026-02-14,302.47,9,Confirmed,Debit Card
7683,734,low,Concert,Harmon Underpass,2025-01-28,2025-02-06,496.28,3,Confirmed,UPI
7684,627,call,Concert,Jennifer Fort,2025-05-29,2025-12-18,234.12,5,Refunded,Wallet
7685,461,last,Sports,Aaron Union,2025-04-21,2026-05-27,116.92,10,Confirmed,Wallet
7686,90,still,Stand-up Comedy,Carey Road,2025-07-04,2025-07-14,166.38,7,Confirmed,Wallet
7687,797,rather,Concert,Laura Landing,2025-05-10,2025-07-16,283.9,5,Pending,UPI
7688,879,drug,Concert,Melvin Flats,2024-09-14,2026-03-14,24.07,1,Cancelled,UPI
7689,162,quite,Sports,Miller Ferry,2025-01-07,2026-05-06,154.36,7,Refunded,Net Banking
7690,947,talk,Conference,Michael Bypass,2024-11-08,2025-01-12,480.36,2,Confirmed,Debit Card
7691,80,learn,Movie,Smith River,2024-07-30,2025-11-23,347.26,1,Pending,UPI
7692,684,experience,Sports,Fuller Expressway,2024-11-27,2025-08-12,154.32,9,Confirmed,UPI
7693,2,ahead,Conference,Solomon Track,2025-02-26,2025-06-01,250.3,3,Cancelled,UPI
7694,924,must,Conference,Kennedy Row,2025-12-04,2026-02-01,437.61,3,Cancelled,UPI
7695,854,cover,Concert,Torres Plains,2025-05-03,2026-03-17,296.96,1,Cancelled,UPI
7696,230,history,Movie,Taylor Vista,2025-05-09,2025-07-07,337.23,1,Refunded,Net Banking
7697,302,outside,Movie,Kristin Ferry,2024-08-09,2025-02-28,199.27,1,Refunded,Net Banking
7698,849,brother,Stand-up Comedy,Rebecca Hill,2025-02-26,2026-03-24,14.8,7,Pending,Debit Card
7699,532,upon,Movie,Harrison Roads,2025-05-31,2025-10-30,189.12,2,Confirmed,Credit Card
7700,238,four,Stand-up Comedy,Owens Mountain,2024-07-16,2024-12-31,107.41,9,Confirmed,Debit Card
7701,497,probably,Concert,Denise Shoals,2025-06-28,2026-03-22,458.32,3,Pending,Wallet
7702,259,than,Conference,Harper Estates,2024-11-17,2025-02-17,217.91,5,Pending,Debit Card
7703,684,produce,Stand-up Comedy,Taylor Plaza,2025-06-17,2026-05-09,141.95,10,Cancelled,UPI
7704,418,stage,Stand-up Comedy,Bailey Fields,2025-05-16,2025-06-17,74.08,8,Pending,Net Banking
7705,858,body,Sports,Barr Mills,2026-02-26,2026-03-10,55.28,10,Confirmed,UPI
7706,587,knowledge,Conference,Meyer Rest,2024-11-29,2026-01-01,298.54,3,Cancelled,UPI
7707,872,career,Movie,Castillo Estate,2025-08-16,2025-10-02,255.96,7,Cancelled,Net Banking
7708,349,father,Concert,Wilkerson Isle,2024-11-20,2025-07-25,492.93,6,Pending,Credit Card
7709,953,whole,Conference,Scott Loop,2024-09-16,2025-02-16,282.65,2,Refunded,Debit Card
7710,880,not,Stand-up Comedy,Maldonado Corners,2025-05-15,2026-05-06,320.63,8,Pending,Debit Card
7711,166,shoulder,Conference,Orozco Spring,2024-09-14,2024-12-10,287.5,7,Confirmed,Wallet
7712,231,responsibility,Stand-up Comedy,Shawn Vista,2025-03-13,2025-10-22,95.53,6,Pending,Credit Card
7713,740,by,Conference,Corey Row,2024-12-17,2025-07-19,353.67,3,Pending,UPI
7714,109,avoid,Stand-up Comedy,Joshua Lakes,2025-10-25,2025-12-10,270.98,2,Cancelled,Credit Card
7715,595,trip,Stand-up Comedy,James Harbors,2024-08-11,2024-09-22,433.86,8,Cancelled,UPI
7716,251,assume,Sports,Randall Wall,2024-11-09,2026-04-20,401.91,7,Cancelled,Net Banking
7717,531,husband,Stand-up Comedy,Moore Turnpike,2024-09-06,2026-04-28,392.69,6,Cancelled,UPI
7718,359,and,Movie,Scott Burg,2024-10-10,2025-08-28,277.02,10,Refunded,Debit Card
7719,240,enter,Sports,Allen Springs,2025-02-17,2026-02-11,16.99,6,Refunded,Wallet
7720,663,no,Concert,Jerry Mall,2026-02-21,2026-04-24,395.96,6,Cancelled,Debit Card
7721,758,kitchen,Concert,Lamb Crossroad,2024-11-05,2025-06-16,223.04,7,Pending,Net Banking
7722,604,here,Conference,Justin Gateway,2025-02-26,2026-02-14,286.47,7,Pending,Credit Card
7723,559,upon,Movie,Tammy Skyway,2024-09-22,2025-07-21,217.03,9,Confirmed,Debit Card
7724,909,forget,Concert,Mackenzie Ways,2024-12-26,2026-06-19,48.57,4,Refunded,Debit Card
7725,582,win,Concert,Candice Motorway,2024-07-04,2025-01-03,133.4,4,Confirmed,Debit Card
7726,282,page,Movie,Albert Points,2024-09-05,2026-05-19,74.68,3,Refunded,Wallet
7727,180,like,Stand-up Comedy,Nicholas Hollow,2025-01-27,2026-06-08,294.86,10,Pending,UPI
7728,64,speak,Conference,Riley Summit,2025-08-10,2025-10-12,275.87,3,Cancelled,Wallet
7729,534,care,Concert,Anna Branch,2024-10-26,2025-01-16,163.09,3,Cancelled,UPI
7730,317,time,Stand-up Comedy,Elizabeth Branch,2024-12-13,2026-04-10,33.39,4,Confirmed,Debit Card
7731,633,test,Conference,Wells Light,2024-09-18,2025-07-29,209.99,4,Confirmed,UPI
7732,324,lose,Conference,David Flats,2024-12-19,2025-11-05,313.57,7,Refunded,Net Banking
7733,152,investment,Sports,Huffman Ford,2025-01-11,2025-10-04,465.23,1,Refunded,UPI
7734,368,spring,Concert,Beck Well,2024-09-25,2024-11-24,139.96,3,Refunded,Net Banking
7735,980,TV,Sports,Dawn Walks,2024-07-25,2026-04-22,54.25,6,Cancelled,Wallet
7736,791,order,Movie,Moore Keys,2025-01-12,2025-11-17,51.39,9,Pending,Wallet
7737,590,catch,Stand-up Comedy,Kevin Field,2025-08-15,2026-04-07,146.23,9,Refunded,UPI
7738,625,president,Conference,Phillips Plain,2025-03-01,2025-11-26,312.6,8,Refunded,Wallet
7739,4,democratic,Movie,Scott Lakes,2024-08-03,2026-04-28,177.63,4,Pending,UPI
7740,105,carry,Concert,Erickson Lock,2024-07-12,2025-12-16,233.69,10,Cancelled,Debit Card
7741,897,concern,Stand-up Comedy,Wallace Ways,2025-04-26,2025-07-22,113.8,10,Pending,Credit Card
7742,263,but,Concert,Lloyd Junction,2025-04-20,2026-02-16,101.62,3,Pending,Net Banking
7743,767,father,Movie,Benjamin Port,2025-06-24,2026-04-21,96.65,6,Refunded,Wallet
7744,619,party,Stand-up Comedy,David Squares,2025-11-21,2026-01-22,248.13,2,Confirmed,Debit Card
7745,731,it,Stand-up Comedy,White Trail,2025-08-28,2025-12-28,117.19,3,Pending,Wallet
7746,620,sure,Conference,Reyes Burg,2024-11-07,2025-09-04,239.59,3,Cancelled,UPI
7747,878,follow,Stand-up Comedy,Young Circles,2024-09-24,2026-03-10,282.56,5,Refunded,Credit Card
7748,697,involve,Conference,Katherine Summit,2025-04-10,2025-12-13,448.24,2,Cancelled,Credit Card
7749,409,interest,Stand-up Comedy,Lee Parks,2024-09-07,2025-08-28,447.0,10,Confirmed,Credit Card
7750,917,born,Concert,James Station,2025-07-23,2026-05-08,349.08,6,Refunded,Net Banking
7751,192,discussion,Sports,Williams Alley,2024-10-30,2025-03-05,156.59,1,Confirmed,UPI
7752,925,child,Sports,Emily Parkway,2025-08-17,2026-04-10,89.18,6,Confirmed,UPI
7753,987,rise,Stand-up Comedy,Megan Station,2024-12-30,2026-02-01,316.14,7,Confirmed,Credit Card
7754,903,drive,Sports,Barnes Neck,2026-03-02,2026-06-23,299.69,7,Pending,Debit Card
7755,223,now,Sports,Brian Gateway,2025-09-26,2025-12-31,392.77,8,Refunded,Credit Card
7756,943,rock,Movie,Schmidt Motorway,2024-10-05,2024-12-25,410.34,8,Confirmed,Wallet
7757,797,build,Movie,Ashley Summit,2024-08-11,2024-10-15,376.21,4,Confirmed,Debit Card
7758,721,lose,Sports,Ward Locks,2025-09-03,2026-02-18,225.83,10,Confirmed,Wallet
7759,131,teacher,Concert,Charles Locks,2024-10-05,2026-05-30,385.33,10,Pending,UPI
7760,158,item,Sports,Duffy Plaza,2026-02-14,2026-03-09,249.54,2,Refunded,UPI
7761,488,not,Concert,Brennan Parkways,2025-08-10,2026-06-26,323.84,9,Pending,Net Banking
7762,328,might,Concert,Matthew Canyon,2024-10-02,2025-09-07,254.82,7,Pending,Wallet
7763,603,her,Stand-up Comedy,Brandon Garden,2024-12-14,2025-07-03,174.91,9,Refunded,Credit Card
7764,523,need,Movie,Brianna Circle,2024-10-27,2025-07-31,458.19,7,Refunded,Debit Card
7765,475,meeting,Conference,Jackson Pines,2024-10-06,2024-12-10,395.58,3,Pending,Credit Card
7766,556,direction,Conference,Brenda Station,2024-09-13,2024-10-16,191.68,9,Confirmed,Net Banking
7767,297,rate,Sports,Cassandra Plaza,2025-05-07,2025-10-08,363.53,3,Refunded,Credit Card
7768,155,government,Stand-up Comedy,Rowe Center,2024-12-27,2026-06-27,13.71,7,Cancelled,Debit Card
7769,938,red,Concert,Jessica Neck,2025-03-12,2026-05-20,251.62,10,Pending,Credit Card
7770,690,white,Concert,Rebecca Parkway,2025-05-31,2025-12-15,399.93,3,Pending,Net Banking
7771,562,lawyer,Concert,Johnson Spurs,2026-01-07,2026-01-10,118.24,6,Cancelled,Debit Card
7772,260,check,Sports,Eric Ways,2025-02-06,2026-03-13,312.59,10,Confirmed,Credit Card
7773,366,fine,Concert,Holt Village,2025-04-25,2025-05-12,291.27,2,Refunded,Net Banking
7774,127,never,Movie,Teresa Terrace,2025-10-14,2026-04-19,324.56,1,Refunded,Credit Card
7775,183,operation,Stand-up Comedy,Horn Court,2024-07-02,2025-10-03,162.3,8,Refunded,Debit Card
7776,42,relate,Stand-up Comedy,Horton Street,2024-08-22,2026-04-14,51.23,9,Pending,UPI
7777,655,adult,Stand-up Comedy,Nunez Valleys,2025-03-01,2025-12-12,190.46,10,Confirmed,Wallet
7778,330,might,Conference,Lewis Prairie,2025-07-14,2026-03-25,112.12,3,Pending,UPI
7779,901,world,Stand-up Comedy,Amber Stream,2025-10-18,2026-02-10,351.22,10,Confirmed,UPI
7780,429,drug,Conference,Williams Rest,2025-05-26,2026-03-29,207.43,7,Refunded,Debit Card
7781,729,glass,Concert,Herrera Creek,2024-07-28,2024-12-09,20.57,4,Pending,UPI
7782,346,family,Movie,Dominic Row,2025-04-20,2025-09-08,316.12,3,Pending,Net Banking
7783,142,partner,Concert,Bell Fords,2024-12-09,2025-07-08,211.74,5,Confirmed,Debit Card
7784,411,sound,Sports,Philip Springs,2024-11-16,2025-06-05,266.01,8,Confirmed,UPI
7785,490,plan,Stand-up Comedy,Jeremy Points,2025-02-10,2025-09-09,472.76,5,Confirmed,Net Banking
7786,998,eight,Stand-up Comedy,Porter Pine,2025-10-26,2026-01-16,23.37,5,Cancelled,UPI
7787,196,interest,Movie,Christine Skyway,2026-03-23,2026-04-28,388.69,10,Confirmed,Wallet
7788,353,citizen,Movie,Garcia Club,2024-08-26,2025-09-08,495.66,4,Refunded,Net Banking
7789,363,serve,Sports,Marshall Orchard,2025-09-26,2026-06-12,141.7,4,Confirmed,Credit Card
7790,839,new,Stand-up Comedy,Denise Isle,2025-02-25,2025-06-20,389.95,4,Pending,Wallet
7791,560,according,Conference,Elizabeth Run,2025-01-01,2025-10-25,28.9,7,Pending,Wallet
7792,784,red,Stand-up Comedy,Thornton Burg,2025-10-28,2026-02-21,226.64,9,Cancelled,Wallet
7793,659,data,Concert,Noah Track,2025-12-25,2026-03-10,111.68,4,Cancelled,Wallet
7794,990,analysis,Conference,Perry Falls,2026-03-14,2026-05-20,224.5,7,Refunded,Credit Card
7795,298,carry,Concert,Kirby Summit,2024-07-15,2025-11-05,133.09,4,Refunded,UPI
7796,372,develop,Concert,Garcia Station,2025-08-16,2026-05-09,260.06,2,Pending,Net Banking
7797,700,civil,Conference,Linda Ports,2025-08-02,2026-05-09,280.65,8,Refunded,Wallet
7798,727,speech,Movie,Abbott Walks,2025-01-07,2025-06-05,66.73,10,Refunded,Wallet
7799,9,sing,Conference,William Views,2025-10-30,2025-11-30,21.94,8,Cancelled,Debit Card
7800,601,likely,Movie,Christopher Fall,2024-09-10,2025-09-10,286.26,4,Refunded,Net Banking
7801,688,employee,Sports,Caldwell Field,2025-07-18,2026-02-09,240.33,9,Pending,Credit Card
7802,410,discover,Sports,Moore Estates,2024-12-09,2025-11-05,237.51,9,Confirmed,Wallet
7803,165,produce,Concert,House Path,2024-09-19,2026-03-17,338.17,3,Cancelled,Debit Card
7804,515,possible,Concert,Brittany Brook,2024-10-31,2026-05-13,190.48,6,Refunded,UPI
7805,352,value,Sports,Danielle Lights,2024-12-13,2025-02-12,398.3,3,Pending,UPI
7806,650,anyone,Sports,Stanley Route,2024-11-27,2025-11-19,34.38,1,Confirmed,UPI
7807,290,human,Concert,Smith Rapids,2024-08-29,2026-04-21,198.08,9,Pending,Credit Card
7808,894,draw,Movie,Valencia Plaza,2024-12-06,2026-01-21,86.5,2,Refunded,Debit Card
7809,272,science,Stand-up Comedy,Joseph Camp,2024-12-04,2025-07-23,138.29,5,Pending,UPI
7810,336,hundred,Concert,Tommy Valley,2025-01-31,2026-04-14,131.39,4,Cancelled,Debit Card
7811,48,spend,Conference,Deborah Stream,2025-07-19,2026-06-18,238.23,9,Refunded,UPI
7812,177,out,Conference,Holloway Shoals,2024-08-04,2025-05-03,100.64,9,Pending,UPI
7813,866,evening,Stand-up Comedy,Gamble Coves,2025-04-22,2025-05-01,479.07,8,Confirmed,Wallet
7814,73,class,Stand-up Comedy,Tyler Creek,2025-05-22,2026-02-26,35.09,6,Refunded,Credit Card
7815,953,same,Sports,Lopez Path,2026-04-15,2026-04-29,461.41,7,Pending,Net Banking
7816,459,be,Movie,Isabella Avenue,2025-04-12,2025-07-04,488.17,6,Cancelled,Debit Card
7817,334,magazine,Stand-up Comedy,Caldwell Lodge,2025-02-28,2025-03-08,344.16,9,Confirmed,Credit Card
7818,266,far,Movie,Cassandra Corners,2024-08-24,2025-01-20,211.12,9,Refunded,Net Banking
7819,746,their,Sports,Smith Turnpike,2025-07-03,2025-11-21,249.49,10,Cancelled,Net Banking
7820,636,discuss,Sports,George Junctions,2024-09-16,2025-11-28,89.45,8,Refunded,Net Banking
7821,300,board,Concert,Kimberly Manor,2025-10-28,2025-11-29,252.51,1,Refunded,UPI
7822,676,customer,Sports,Robert Forge,2024-10-25,2025-03-11,417.69,6,Pending,Debit Card
7823,327,glass,Stand-up Comedy,Adams Forest,2024-07-08,2025-04-07,218.22,2,Pending,UPI
7824,82,ability,Movie,Thompson Locks,2024-10-01,2025-06-29,406.54,8,Refunded,Wallet
7825,141,seek,Concert,Bell Ridges,2024-12-08,2025-07-16,404.51,2,Refunded,Debit Card
7826,661,arrive,Concert,Hale Forks,2024-08-22,2025-01-08,267.79,6,Confirmed,Net Banking
7827,218,night,Stand-up Comedy,Joseph Walk,2026-01-26,2026-04-28,34.22,6,Refunded,UPI
7828,335,admit,Sports,Armstrong Point,2025-01-17,2025-12-18,148.78,9,Pending,Credit Card
7829,432,decade,Movie,Parker Turnpike,2025-03-26,2025-08-10,88.27,4,Confirmed,UPI
7830,61,player,Sports,Brooks Harbors,2025-03-20,2026-06-13,101.12,3,Cancelled,Wallet
7831,209,interest,Concert,James Causeway,2024-07-01,2026-04-01,141.15,3,Pending,UPI
7832,665,suggest,Stand-up Comedy,Patricia Crescent,2025-03-24,2025-04-04,11.25,2,Pending,Net Banking
7833,895,firm,Movie,Ward Stravenue,2025-07-12,2025-09-07,298.43,5,Pending,Wallet
7834,765,answer,Stand-up Comedy,Michele Lodge,2025-07-16,2025-10-23,65.9,6,Refunded,Debit Card
7835,280,write,Concert,Justin Plains,2025-03-10,2026-04-08,380.69,8,Confirmed,Debit Card
7836,894,rule,Conference,Bell Circles,2025-06-01,2026-03-16,219.53,10,Cancelled,Debit Card
7837,929,want,Movie,Debra Union,2024-09-06,2024-12-29,117.86,4,Refunded,Net Banking
7838,407,blue,Concert,Thornton Unions,2025-07-25,2025-11-23,77.01,4,Cancelled,Debit Card
7839,576,country,Movie,Allison Square,2025-07-28,2026-06-15,498.4,9,Cancelled,Credit Card
7840,713,upon,Conference,Nicholas Expressway,2024-09-09,2025-10-13,270.75,7,Cancelled,Debit Card
7841,376,charge,Concert,Julia Brooks,2025-01-21,2025-04-05,230.01,7,Confirmed,Debit Card
7842,996,present,Movie,Michael Crossroad,2025-08-10,2025-11-02,410.0,8,Pending,Credit Card
7843,791,fast,Sports,Cook Canyon,2024-08-04,2026-02-18,90.71,8,Confirmed,Wallet
7844,177,human,Movie,Cummings Parks,2025-01-23,2025-10-03,206.82,7,Confirmed,Debit Card
7845,821,church,Stand-up Comedy,Kimberly Alley,2024-08-10,2026-03-28,156.56,9,Cancelled,UPI
7846,692,store,Concert,Kelsey Prairie,2025-05-27,2025-06-27,129.96,5,Confirmed,Credit Card
7847,140,music,Concert,Henry Lodge,2024-09-10,2025-07-07,459.04,1,Refunded,Debit Card
7848,88,thing,Concert,Robert Plaza,2024-12-03,2025-04-09,195.99,4,Cancelled,Wallet
7849,249,if,Movie,Donald Knoll,2024-12-11,2025-06-17,298.09,4,Cancelled,Debit Card
7850,772,any,Sports,Michael Mall,2025-12-23,2026-05-11,420.36,1,Confirmed,Net Banking
7851,856,step,Sports,Perez Keys,2025-09-01,2025-11-18,321.51,1,Confirmed,Net Banking
7852,279,although,Sports,Erin Fort,2025-04-23,2025-09-15,142.89,9,Pending,UPI
7853,248,myself,Movie,Jessica Mills,2025-01-28,2025-04-15,329.17,10,Cancelled,Net Banking
7854,660,federal,Movie,Katherine Parkway,2024-12-15,2026-06-22,209.68,5,Refunded,Net Banking
7855,387,study,Stand-up Comedy,Smith Glens,2024-10-14,2024-11-03,72.95,1,Cancelled,Credit Card
7856,136,some,Conference,Betty Via,2025-01-22,2025-08-17,246.61,6,Pending,Net Banking
7857,989,involve,Sports,James Trail,2025-07-15,2025-10-12,435.36,10,Refunded,Credit Card
7858,454,economic,Movie,Singh Harbors,2024-09-11,2025-08-03,118.15,7,Refunded,Credit Card
7859,656,art,Sports,Reese Avenue,2025-03-30,2026-04-01,368.31,6,Refunded,Wallet
7860,755,treatment,Movie,Avila Key,2025-03-19,2025-05-12,281.27,6,Pending,Net Banking
7861,697,discuss,Sports,Miller Groves,2025-04-10,2025-05-03,260.24,1,Confirmed,Debit Card
7862,976,standard,Sports,Russell Expressway,2024-11-12,2026-03-28,487.52,5,Confirmed,Credit Card
7863,650,five,Concert,Smith Lodge,2025-10-26,2026-04-01,28.99,3,Cancelled,Debit Card
7864,560,arm,Sports,Jessica Corner,2025-02-02,2026-02-23,164.78,4,Refunded,UPI
7865,278,deep,Concert,Richard Greens,2025-03-27,2025-11-13,296.55,9,Confirmed,Credit Card
7866,462,response,Concert,Jordan Junction,2025-04-06,2025-04-28,402.62,8,Pending,Debit Card
7867,180,read,Movie,Monica Key,2024-12-12,2025-09-10,92.58,1,Refunded,Net Banking
7868,98,better,Sports,Singh Ridges,2025-07-31,2026-03-30,227.4,6,Cancelled,Credit Card
7869,768,benefit,Concert,Mary Manor,2025-03-09,2025-05-25,35.69,9,Confirmed,UPI
7870,42,skill,Conference,Wade Field,2025-09-24,2025-12-28,182.09,6,Cancelled,Net Banking
7871,218,recently,Conference,Tran Knolls,2024-12-20,2026-03-15,184.04,1,Confirmed,Credit Card
7872,198,really,Movie,Jerome Drives,2025-11-04,2026-06-18,453.26,10,Refunded,Debit Card
7873,801,hard,Sports,Aguirre Road,2025-04-08,2025-06-03,479.48,2,Pending,Net Banking
7874,857,leader,Concert,Heidi Ramp,2025-01-10,2026-01-15,413.54,2,Pending,Net Banking
7875,416,near,Conference,Alyssa Haven,2025-04-11,2025-11-06,26.22,8,Refunded,UPI
7876,616,black,Concert,Castillo Island,2025-01-12,2025-02-25,435.9,2,Pending,Debit Card
7877,535,staff,Stand-up Comedy,Daugherty Plains,2025-07-07,2025-12-30,445.19,1,Cancelled,Wallet
7878,838,girl,Stand-up Comedy,Kyle Mountain,2025-02-19,2025-12-29,224.47,7,Confirmed,Net Banking
7879,396,area,Conference,Osborne Loop,2025-05-08,2026-02-09,248.19,5,Cancelled,UPI
7880,240,indeed,Sports,Elizabeth Canyon,2026-01-13,2026-05-05,332.93,1,Confirmed,Net Banking
7881,791,participant,Conference,Paige Meadow,2025-01-25,2025-06-04,484.49,6,Confirmed,UPI
7882,995,leg,Stand-up Comedy,Johnson Harbors,2024-08-17,2025-04-29,285.28,5,Pending,Debit Card
7883,696,discuss,Conference,Lawrence Trail,2026-01-30,2026-04-05,392.75,2,Refunded,Wallet
7884,142,manager,Sports,Evans Circle,2024-09-25,2025-08-26,198.24,8,Pending,Debit Card
7885,883,live,Sports,Walker Extensions,2024-07-16,2025-02-17,433.92,8,Cancelled,Net Banking
7886,185,successful,Movie,Bennett Islands,2024-12-01,2025-11-01,152.12,1,Refunded,Debit Card
7887,79,cup,Stand-up Comedy,Christensen Ports,2025-08-10,2025-11-02,172.52,6,Refunded,Debit Card
7888,461,write,Conference,Davis Rapid,2024-10-12,2025-10-18,487.98,7,Cancelled,Debit Card
7889,428,bad,Stand-up Comedy,Christopher Center,2025-02-04,2025-11-25,468.04,7,Refunded,Credit Card
7890,444,crime,Stand-up Comedy,Kayla Lakes,2025-05-01,2026-05-06,370.09,2,Pending,Debit Card
7891,311,nice,Stand-up Comedy,Adam Forge,2025-06-18,2025-08-29,444.86,2,Cancelled,UPI
7892,364,political,Stand-up Comedy,Thomas Villages,2026-01-19,2026-05-15,54.18,9,Cancelled,UPI
7893,588,sometimes,Sports,Michelle Brooks,2025-01-25,2025-10-02,89.55,5,Cancelled,Debit Card
7894,539,say,Conference,Billy Spur,2024-09-21,2024-12-11,40.5,9,Pending,Debit Card
7895,75,end,Sports,Sara Hills,2024-09-01,2025-07-10,464.85,10,Cancelled,Debit Card
